153,000153,FUERZA DE TAREA,13 ENERO 2020,30,1,33,10,44,90,90,0,5,5,
154,000154,FUERZA DE TAREA,13 ENERO 2020,3,3,497,10,39,75,43,0,2,10,SE LE MINISTRAN 25 CARTUCHOS AL SUB DIRECTOR DE LA U.P.M. FUERZA DE TAREA, modal cerrado enrter
155,000155,FUERZA DE TAREA,13 ENERO 2020,2,1,59,10,40,126,126,0,7,7,
156,000156,FUERZA DE TAREA,13 ENERO 2020,20,1,463,10,45,18,18,0,1,1,
157,000157,FUERZA DE TAREA,14 ENERO 2020,56,1,517,10,25,187,187,0,10,10,SE LE MINISTRAN 25 CARTUCHOS AL SUB DIRECTOR DE LA BRIGADA DE  VIGILANCIA ANIMAL
158,000158,FUERZA DE TAREA,14 ENERO 2020,56,1,517,10,42,180,180,0,10,10,
159,000159,FUERZA DE TAREA,14 ENERO 2020,15,1,83,10,44,126,126,0,7,7,
160,000160,FUERZA DE TAREA,14 ENERO 2020,15,1,83,10,44,180,180,0,10,10,
161,000161,FUERZA DE TAREA,14 ENERO 2020,15,1,83,10,39,180,180,0,10,10,
162,000162,FUERZA DE TAREA,14 ENERO 2020,14,1,548,10,44,162,162,0,9,9,
163,000163,FUERZA DE TAREA,14 ENERO 2020,14,1,548,10,39,72,72,0,4,4,
164,000164,FUERZA DE TAREA,14 ENERO 2020,14,1,548,10,25,90,90,0,5,5,
165,000165,FUERZA DE TAREA,14 ENERO 2020,13,1,391,10,25,180,180,0,10,10,
166,000166,FUERZA DE TAREA,14 ENERO 2020,13,1,391,10,25,54,54,0,3,3,
167,000167,FUERZA DE TAREA,14 ENERO 2020,4,1,18,10,44,144,144,0,8,8,
168,000168,FUERZA DE TAREA,14 ENERO 2020,4,1,18,10,25,180,180,0,10,10,
169,000169,FUERZA DE TAREA,14 ENERO 2020,4,1,18,10,25,180,180,0,10,10,
170,000170,FUERZA DE TAREA,14 ENERO 2020,2,1,59,10,25,180,180,0,10,10,
